billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
16,Run It!,Juelz Santana,2006,gangster rap,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap music']",30.0,Solo
17,So Sick,Ne-Yo,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",75.0,Solo
18,It's Goin' Down,Yung Joc,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,Collaboration
18,It's Goin' Down,Yung Joc,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",42.0,Collaboration
18,It's Goin' Down,Nitti,2006,-,[],0.0,Collaboration
18,It's Goin' Down,Nitti,2006,-,[],42.0,Collaboration
19,SOS,Rihanna,2006,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",66.0,Solo
20,I Write Sins Not Tragedies,Panic! at the Disco,2006,baroque pop,"['baroque pop', 'emo', 'modern rock', 'pop punk']",71.0,Solo
21,Move Along,The All-American Rejects,2006,modern rock,"['modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-grunge']",56.0,Solo
22,London Bridge,Fergie,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",55.0,Solo
23,Dani California,Red Hot Chili Peppers,2006,alternative rock,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",74.0,Solo
24,Snap Yo Fingers,Lil Jon,2006,atl hip hop,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'pop rap', 'southern hip hop']",66.0,Collaboration
24,Snap Yo Fingers,E-40,2006,cali rap,"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast rap']",66.0,Collaboration
24,Snap Yo Fingers,Sean Paul,2006,dance pop,"['dance pop', 'dancehall']",66.0,Collaboration
24,Snap Yo Fingers,Sean Paul,2006,-,[],66.0,Collaboration
25,"Lean wit It, Rock wit It",Dem Franchize Boyz,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",59.0,Collaboration
26,What Hurts the Most,Rascal Flatts,2006,contemporary country,"['contemporary country', 'country', 'country road']",23.0,Solo
26,What Hurts the Most,Rascal Flatts,2006,contemporary country,"['contemporary country', 'country', 'country road']",68.0,Solo
27,How to Save a Life,The Fray,2006,modern rock,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']",78.0,Solo
28,Unfaithful,Rihanna,2006,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",69.0,Solo
29,Chasing Cars,Snow Patrol,2006,irish rock,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",75.0,Solo
30,Lips of an Angel,Hinder,2006,alternative metal,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap rock']",11.0,Solo
30,Lips of an Angel,Hinder,2006,alternative metal,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rap rock']",69.0,Solo
31,Everytime We Touch,Cascada,2006,bubblegum dance,"['bubblegum dance', 'dance pop', 'eurodance', 'europop', 'german techno', 'melbourne bounce international']",47.0,Solo
32,Ain't No Other Man,Christina Aguilera,2006,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",59.0,Solo
33,"Dance, Dance",Fall Out Boy,2006,emo,"['emo', 'modern rock', 'pop punk']",72.0,Solo
34,Gold Digger,Kanye West,2006,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",,
34,Gold Digger,Jamie Foxx,2006,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",,
35,Money Maker,Ludacris,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",59.0,Collaboration
35,Money Maker,Pharrell,2006,,,59.0,Collaboration
36,Ms. New Booty,Bubba Sparxxx,2006,atl hip hop,"['atl hip hop', 'country rap', 'dirty south rap', 'pop rap', 'redneck', 'southern hip hop']",61.0,Collaboration
36,Ms. New Booty,Ying Yang Twins,2006,atl hip hop,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",61.0,Collaboration
37,(When You Gonna) Give It Up to Me,Sean Paul,2006,dance pop,"['dance pop', 'dancehall']",,
37,(When You Gonna) Give It Up to Me,Sean Paul,2006,-,[],,
37,(When You Gonna) Give It Up to Me,Keyshia Cole,2006,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",,
38,Photograph,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",64.0,Solo
38,Photograph,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",82.0,Solo
38,Photograph,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",65.0,Solo
38,Photograph,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",63.0,Solo
38,Photograph,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",55.0,Solo
39,Because of You,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",70.0,Solo
39,Because of You,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",68.0,Solo
39,Because of You,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",39.0,Solo
39,Because of You,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",40.0,Solo
39,Because of You,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",7.0,Solo
40,Stickwitu,Pussycat Dolls,2006,,,67.0,Solo
41,I'm 'n Luv (wit a Stripper),T-Pain,2006,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",,
41,I'm 'n Luv (wit a Stripper),Mike Jones,2006,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
41,I'm 'n Luv (wit a Stripper),Mike Jones,2006,-,[],,
41,I'm 'n Luv (wit a Stripper),Mike Jones,2006,-,[],,
42,My Humps,The Black Eyed Peas,2006,dance pop,"['dance pop', 'pop', 'pop rap']",64.0,Solo
43,Where'd You Go,Fort Minor,2006,nu metal,"['nu metal', 'pop rap', 'rap rock']",,
43,Where'd You Go,Holly Brook,2006,acoustic pop,"['acoustic pop', 'folk-pop', 'lilith']",,
43,Where'd You Go,Jonah Matranga,2006,-,[],,
44,Yo (Excuse Me Miss),Chris Brown,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",71.0,Solo
45,Walk Away,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",47.0,Solo
45,Walk Away,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",26.0,Solo
45,Walk Away,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",24.0,Solo
45,Walk Away,Kelly Clarkson,2006,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",42.0,Solo
46,Laffy Taffy,D4L,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap music']",64.0,Solo
47,What You Know,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",62.0,Solo
48,Dirty Little Secret,The All-American Rejects,2006,modern rock,"['modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-grunge']",61.0,Solo
49,Savin' Me,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",61.0,Solo
50,Don't Forget About Us,Mariah Carey,2006,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",55.0,Solo
51,Sexy Love,Ne-Yo,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",65.0,Solo
52,U and Dat,E-40,2006,cali rap,"['cali rap', 'gangster rap', 'hip hop', 'hyphy', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'west coast rap']",,
52,U and Dat,T-Pain,2006,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",,
52,U and Dat,Kandi Girl,2006,-,[],,
53,Far Away,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",43.0,Solo
53,Far Away,Nickelback,2006,alternative metal,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",67.0,Solo
54,What's Left of Me,Nick Lachey,2006,-,[],44.0,Solo
55,So What,Field Mob,2006,atl hip hop,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'southern hip hop', 'trap music']",64.0,Solo
55,So What,Field Mob,2006,atl hip hop,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'southern hip hop', 'trap music']",0.0,Solo
55,So What,Field Mob,2006,atl hip hop,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'southern hip hop', 'trap music']",42.0,Collaboration
55,So What,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",64.0,Solo
55,So What,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",0.0,Solo
55,So What,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",42.0,Collaboration
56,Do It to It,Cherish,2006,atl hip hop,"['atl hip hop', 'deep pop r&b', 'girl group', 'hip pop', 'r&b', 'southern hip hop', 'urban contemporary']",56.0,Collaboration
56,Do It to It,Sean P,2006,,,56.0,Collaboration
57,Black Horse and the Cherry Tree,KT Tunstall,2006,folk-pop,"['folk-pop', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",58.0,Solo
58,There It Go (The Whistle Song),Juelz Santana,2006,gangster rap,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap music']",56.0,Solo
59,Shoulder Lean,Young Dro,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
59,Shoulder Lean,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
60,Unpredictable,Jamie Foxx,2006,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",,
60,Unpredictable,Ludacris,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
61,My Love,Justin Timberlake,2006,dance pop,"['dance pop', 'pop']",41.0,Solo
61,My Love,Justin Timberlake,2006,dance pop,"['dance pop', 'pop']",46.0,Solo
61,My Love,Justin Timberlake,2006,dance pop,"['dance pop', 'pop']",0.0,Solo
61,My Love,Justin Timberlake,2006,dance pop,"['dance pop', 'pop']",33.0,Solo
61,My Love,Justin Timberlake,2006,dance pop,"['dance pop', 'pop']",44.0,Collaboration
61,My Love,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",41.0,Solo
61,My Love,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",46.0,Solo
61,My Love,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,Solo
61,My Love,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",33.0,Solo
61,My Love,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",44.0,Collaboration
62,Shake That,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",70.0,Collaboration
62,Shake That,Nate Dogg,2006,g funk,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",70.0,Collaboration
63,Pullin' Me Back,Chingy,2006,crunk,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",58.0,Collaboration
63,Pullin' Me Back,Tyrese,2006,dance pop,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",58.0,Collaboration
64,Bossy,Kelis,2006,dance pop,"['dance pop', 'electropop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",,
64,Bossy,Too Short,2006,,,,
65,Chain Hang Low,Jibbs,2006,dirty south rap,"['dirty south rap', 'pop rap', 'southern hip hop']",56.0,Solo
66,Smack That,Akon,2006,dance pop,"['dance pop', 'pop', 'pop rap']",,
66,Smack That,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",,
67,One Wish,Ray J,2006,r&b,"['r&b', 'urban contemporary']",58.0,Solo
68,"Sugar, We're Goin Down",Fall Out Boy,2006,emo,"['emo', 'modern rock', 'pop punk']",75.0,Solo
69,Gimme That,Chris Brown,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
69,Gimme That,Lil Wayne,2006,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
70,I Know You See It,Yung Joc,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
71,Who Says You Can't Go Home,Bon Jovi,2006,glam metal,"['glam metal', 'rock']",54.0,Collaboration
71,Who Says You Can't Go Home,Jennifer Nettles,2006,contemporary country,"['contemporary country', 'country', 'country dawn']",54.0,Collaboration
72,Too Little Too Late,JoJo,2006,australian pop,"['australian pop', 'dance pop', 'electropop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'uk pop', 'urban contemporary']",35.0,Solo
72,Too Little Too Late,JoJo,2006,-,[],35.0,Solo
73,Touch It,Busta Rhymes,2006,east coast hip hop,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap']",48.0,Solo
73,Touch It,Busta Rhymes,2006,east coast hip hop,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap']",41.0,Solo
74,Rompe,Daddy Yankee,2006,latin,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",57.0,Solo
75,Déjà Vu,Beyoncé,2006,dance pop,"['dance pop', 'pop', 'r&b']",,
75,Déjà Vu,Jay-Z,2006,,,,
76,Life Is a Highway,Rascal Flatts,2006,contemporary country,"['contemporary country', 'country', 'country road']",71.0,Solo
76,Life Is a Highway,Rascal Flatts,2006,contemporary country,"['contemporary country', 'country', 'country road']",62.0,Solo
77,Call Me When You're Sober,Evanescence,2006,alternative metal,"['alternative metal', 'post-grunge']",63.0,Solo
78,"Jesus, Take the Wheel",Carrie Underwood,2006,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",59.0,Solo
79,Show Stopper,Danity Kane,2006,dance pop,"['dance pop', 'deep pop r&b', 'girl group', 'hip pop', 'post-teen pop', 'r&b', 'urban contemporary']",53.0,Solo
79,Show Stopper,Yung Joc,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",53.0,Solo
80,Get Up,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",52.0,Solo
80,Get Up,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",29.0,Solo
80,Get Up,Ciara,2006,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",51.0,Collaboration
80,Get Up,Chamillionaire,2006,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",52.0,Solo
80,Get Up,Chamillionaire,2006,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",29.0,Solo
80,Get Up,Chamillionaire,2006,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",51.0,Collaboration
81,We Be Burnin',Sean Paul,2006,dance pop,"['dance pop', 'dancehall']",50.0,Solo
81,We Be Burnin',Sean Paul,2006,-,[],50.0,Solo
82,Hate Me,Blue October,2006,alternative metal,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge', 'san marcos tx indie']",43.0,Solo
83,You and Me,Lifehouse,2006,alternative metal,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",13.0,Solo
83,You and Me,Lifehouse,2006,alternative metal,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",73.0,Solo
83,You and Me,Lifehouse,2006,alternative metal,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",37.0,Solo
84,Beep,Pussycat Dolls,2006,,,,
84,Beep,will.i.am,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",,
85,I Think They Like Me,Dem Franchize Boyz,2006,atl hip hop,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
85,I Think They Like Me,Jermaine Dupri,2006,atl hip hop,"['atl hip hop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop']",,
85,I Think They Like Me,Da Brat,2006,chicago rap,"['chicago rap', 'hip hop', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']",,
85,I Think They Like Me,Bow Wow,2006,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",,
86,Say Goodbye,Chris Brown,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",65.0,Solo
87,Waiting on the World to Change,John Mayer,2006,neo mellow,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",73.0,Solo
88,Soul Survivor,Young Jeezy,2006,,,50.0,Collaboration
88,Soul Survivor,Akon,2006,dance pop,"['dance pop', 'pop', 'pop rap']",50.0,Collaboration
89,Pump It,The Black Eyed Peas,2006,dance pop,"['dance pop', 'pop', 'pop rap']",70.0,Solo
90,When I'm Gone,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",57.0,Solo
90,When I'm Gone,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",66.0,Solo
90,When I'm Gone,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",67.0,Solo
90,When I'm Gone,Eminem,2006,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",20.0,Solo
91,Hung Up,Madonna,2006,dance pop,['dance pop'],66.0,Solo
92,Stay Fly,Three 6 Mafia,2006,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
92,Stay Fly,Young Buck,2006,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
92,Stay Fly,8Ball & MJG,2006,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'southern hip hop', 'trap music']",,
93,Love,Keyshia Cole,2006,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",71.0,Solo
93,Love,Keyshia Cole,2006,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",63.0,Solo
93,Love,Keyshia Cole,2006,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",43.0,Solo
93,Love,Keyshia Cole,2006,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5.0,Solo
94,When You're Mad,Ne-Yo,2006,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",54.0,Solo
95,Why You Wanna,T.I.,2006,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",49.0,Solo
