billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
33,Youngblood,5 Seconds of Summer,2019,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop']",77.0,Solo
34,Money in the Grave,Drake,2019,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
34,Money in the Grave,Rick Ross,2019,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
35,Speechless,Dan + Shay,2019,contemporary country,['contemporary country'],74.0,Solo
35,Speechless,Dan + Shay,2019,contemporary country,['contemporary country'],39.0,Solo
36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
37,Please Me,Cardi B,2019,pop,"['pop', 'rap']",,
37,Please Me,Bruno Mars,2019,pop,"['pop', 'post-teen pop']",,
38,Money,Cardi B,2019,pop,"['pop', 'rap']",79.0,Solo
38,Money,Cardi B,2019,pop,"['pop', 'rap']",53.0,Collaboration
38,Money,Cardi B,2019,pop,"['pop', 'rap']",4.0,Solo
38,Money,Cardi B,2019,pop,"['pop', 'rap']",71.0,Solo
38,Money,Cardi B,2019,pop,"['pop', 'rap']",7.0,Solo
38,Money,Cardi B,2019,pop,"['pop', 'rap']",1.0,Solo
39,You Need to Calm Down,Taylor Swift,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
40,Panini,Lil Nas X,2019,country rap,['country rap'],,
41,Look Back at It,A Boogie wit da Hoodie,2019,rap,"['rap', 'trap music']",81.0,Solo
42,A Lot,21 Savage,2019,atl hip hop,"['atl hip hop', 'rap', 'trap music']",,
43,Me!,Taylor Swift,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
43,Me!,Brendon Urie,2019,,,,
44,Mia,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",,
44,Mia,Drake,2019,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
45,Pop Out,Polo G,2019,,,,
45,Pop Out,Lil Tjay,2019,,,,
46,Beautiful Crazy,Luke Combs,2019,contemporary country,"['contemporary country', 'country road']",79.0,Solo
47,Thotiana,Blueface,2019,,,,
48,Lucid Dreams,Juice Wrld,2019,chicago rap,['chicago rap'],85.0,Solo
49,Mo Bamba,Sheck Wes,2019,rap,"['rap', 'trap music', 'underground hip hop', 'vapor trap']",81.0,Solo
50,Beautiful People,Ed Sheeran,2019,pop,"['pop', 'uk pop']",0.0,Solo
50,Beautiful People,Khalid,2019,pop,['pop'],0.0,Solo
51,Wake Up in the Sky,Gucci Mane,2019,atl hip hop,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
51,Wake Up in the Sky,Bruno Mars,2019,pop,"['pop', 'post-teen pop']",,
51,Wake Up in the Sky,Kodak Black,2019,florida rap,"['florida rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
52,Whiskey Glasses,Morgan Wallen,2019,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
53,God's Country,Blake Shelton,2019,contemporary country,"['contemporary country', 'country', 'country road']",,
54,Be Alright,Dean Lewis,2019,australian pop,"['australian pop', 'pop', 'uk pop']",83.0,Solo
54,Be Alright,Dean Lewis,2019,australian pop,"['australian pop', 'pop', 'uk pop']",69.0,Solo
55,Pure Water,Mustard,2019,cali rap,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
55,Pure Water,Migos,2019,atl hip hop,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
56,The Git Up,Blanco Brown,2019,,,,
57,Taki Taki,DJ Snake,2019,edm,"['edm', 'electronic trap']",,
57,Taki Taki,Selena Gomez,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
57,Taki Taki,Ozuna,2019,reggaeton,"['reggaeton', 'trap latino']",,
57,Taki Taki,Cardi B,2019,pop,"['pop', 'rap']",,
58,Close to Me,Ellie Goulding,2019,dance pop,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'tropical house']",65.0,Solo
58,Close to Me,Diplo,2019,bmore,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",65.0,Solo
58,Close to Me,Swae Lee,2019,trap music,['trap music'],65.0,Solo
59,Envy Me,Calboy,2019,chicago rap,"['chicago rap', 'rap', 'southern hip hop', 'trap music']",79.0,Solo
60,You Say,Lauren Daigle,2019,ccm,"['ccm', 'christian music', 'worship']",79.0,Solo
61,"Hey Look Ma, I Made It",Panic! at the Disco,2019,baroque pop,"['baroque pop', 'emo', 'modern rock', 'pop punk']",,
62,Circles,Post Malone,2019,dfw rap,"['dfw rap', 'pop', 'rap']",29.0,Solo
62,Circles,Post Malone,2019,dfw rap,"['dfw rap', 'pop', 'rap']",11.0,Solo
63,Beer Never Broke My Heart,Luke Combs,2019,contemporary country,"['contemporary country', 'country road']",,
64,The London,Young Thug,2019,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",,
64,The London,J. Cole,2019,conscious hip hop,"['conscious hip hop', 'nc hip hop', 'pop rap', 'rap']",,
64,The London,Travis Scott,2019,pop,"['pop', 'pop rap', 'rap']",,
65,Con Calma,Daddy Yankee,2019,latin,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",,
65,Con Calma,Katy Perry,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
65,Con Calma,Snow,2019,reggae fusion,['reggae fusion'],,
66,Murder on My Mind,YNW Melly,2019,,,,
67,When the Party's Over,Billie Eilish,2019,electropop,"['electropop', 'pop']",87.0,Solo
68,Act Up,City Girls,2019,pop,"['pop', 'trap queen']",,
69,I Like It,Cardi B,2019,pop,"['pop', 'rap']",41.0,Collaboration
69,I Like It,Cardi B,2019,pop,"['pop', 'rap']",0.0,Solo
69,I Like It,Cardi B,2019,pop,"['pop', 'rap']",27.0,Solo
69,I Like It,Cardi B,2019,pop,"['pop', 'rap']",58.0,Solo
69,I Like It,Cardi B,2019,pop,"['pop', 'rap']",1.0,Solo
69,I Like It,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",41.0,Collaboration
69,I Like It,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",0.0,Solo
69,I Like It,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",27.0,Solo
69,I Like It,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",58.0,Solo
69,I Like It,Bad Bunny,2019,reggaeton,"['reggaeton', 'trap latino']",1.0,Solo
69,I Like It,J Balvin,2019,latin,"['latin', 'reggaeton']",41.0,Collaboration
69,I Like It,J Balvin,2019,latin,"['latin', 'reggaeton']",0.0,Solo
69,I Like It,J Balvin,2019,latin,"['latin', 'reggaeton']",27.0,Solo
69,I Like It,J Balvin,2019,latin,"['latin', 'reggaeton']",58.0,Solo
69,I Like It,J Balvin,2019,latin,"['latin', 'reggaeton']",1.0,Solo
70,Trampoline,Shaed,2019,,,,
71,Leave Me Alone,Flipp Dinero,2019,rap,"['rap', 'trap music', 'vapor trap']",80.0,Solo
72,Breathin,Ariana Grande,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",78.0,Solo
73,Bury a Friend,Billie Eilish,2019,electropop,"['electropop', 'pop']",,
74,Close Friends,Lil Baby,2019,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
75,Baby Shark,Pinkfong,2019,,,,
76,My Type,Saweetie,2019,,,,
77,Worth It,YK Osiris,2019,,,,
78,Only Human,Jonas Brothers,2019,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop']",,
79,Knockin' Boots,Luke Bryan,2019,contemporary country,"['contemporary country', 'country', 'country road']",27.0,Solo
80,Trip,Ella Mai,2019,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'uk contemporary r&b']",77.0,Solo
81,Rumor,Lee Brice,2019,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
82,Swervin,A Boogie wit da Hoodie,2019,rap,"['rap', 'trap music']",,
82,Swervin,6ix9ine,2019,emo rap,['emo rap'],,
83,How Do You Sleep?,Sam Smith,2019,pop,['pop'],,
84,Baby,Lil Baby,2019,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",53.0,Solo
84,Baby,Lil Baby,2019,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",45.0,Solo
84,Baby,Lil Baby,2019,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",28.0,Collaboration
84,Baby,DaBaby,2019,,,53.0,Solo
84,Baby,DaBaby,2019,,,45.0,Solo
84,Baby,DaBaby,2019,,,28.0,Collaboration
85,Look What God Gave Her,Thomas Rhett,2019,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
86,Good as You,Kane Brown,2019,contemporary country,"['contemporary country', 'country road']",,
87,Clout,Offset,2019,atl hip hop,"['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
87,Clout,Cardi B,2019,pop,"['pop', 'rap']",,
88,Love Lies,Khalid,2019,pop,['pop'],2.0,Solo
88,Love Lies,Normani,2019,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b']",2.0,Solo
89,One Thing Right,Marshmello,2019,brostep,"['brostep', 'progressive electro house']",,
89,One Thing Right,Kane Brown,2019,contemporary country,"['contemporary country', 'country road']",,
90,Cash Shit,Megan Thee Stallion,2019,,,,
90,Cash Shit,DaBaby,2019,,,,
91,Tequila,Dan + Shay,2019,contemporary country,['contemporary country'],73.0,Solo
91,Tequila,Dan + Shay,2019,contemporary country,['contemporary country'],8.0,Solo
91,Tequila,Dan + Shay,2019,contemporary country,['contemporary country'],11.0,Solo
92,Shotta Flow,NLE Choppa,2019,,,,
93,Hot Girl Summer,Megan Thee Stallion,2019,,,,
93,Hot Girl Summer,Nicki Minaj,2019,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",,
93,Hot Girl Summer,Ty Dolla Sign,2019,,,,
94,Talk You Out of It,Florida Georgia Line,2019,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
95,Beautiful,Bazzi,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",68.0,Solo
95,Beautiful,Bazzi,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",69.0,Solo
95,Beautiful,Bazzi,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",22.0,Solo
95,Beautiful,Bazzi,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",62.0,Collaboration
95,Beautiful,Bazzi,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",62.0,Collaboration
95,Beautiful,Camila Cabello,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",68.0,Solo
95,Beautiful,Camila Cabello,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",69.0,Solo
95,Beautiful,Camila Cabello,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",22.0,Solo
95,Beautiful,Camila Cabello,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",62.0,Collaboration
95,Beautiful,Camila Cabello,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",62.0,Collaboration
96,Eyes on You,Chase Rice,2019,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",,
97,All to Myself,Dan + Shay,2019,contemporary country,['contemporary country'],,
98,Boyfriend,Ariana Grande,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",68.0,Solo
98,Boyfriend,Ariana Grande,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",46.0,Collaboration
98,Boyfriend,Ariana Grande,2019,dance pop,"['dance pop', 'pop', 'post-teen pop']",42.0,Solo
98,Boyfriend,Social House,2019,,,68.0,Solo
98,Boyfriend,Social House,2019,,,46.0,Collaboration
98,Boyfriend,Social House,2019,,,42.0,Solo
99,Walk Me Home,Pink,2019,,,,
100,Robbery,Juice Wrld,2019,chicago rap,['chicago rap'],,
1,Blinding Lights,The Weeknd,2020,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
2,Circles,Post Malone,2020,dfw rap,"['dfw rap', 'pop', 'rap']",29.0,Solo
2,Circles,Post Malone,2020,dfw rap,"['dfw rap', 'pop', 'rap']",11.0,Solo
3,The Box,Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
4,Don't Start Now,Dua Lipa,2020,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
5,Rockstar,DaBaby,2020,,,69.0,Solo
5,Rockstar,Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",69.0,Solo
6,Adore You,Harry Styles,2020,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",69.0,Solo
7,Life Is Good,Future,2020,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
7,Life Is Good,Future,2020,-,[],,
7,Life Is Good,Drake,2020,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
8,Memories,Maroon 5,2020,pop,['pop'],0.0,Solo
8,Memories,Maroon 5,2020,pop,['pop'],39.0,Collaboration
9,The Bones,Maren Morris,2020,contemporary country,['contemporary country'],,
10,Someone You Loved,Lewis Capaldi,2020,,,,
11,Say So,Doja Cat,2020,,,,
12,I Hope,Gabby Barrett,2020,,,,
12,I Hope,Charlie Puth,2020,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",,
13,Whats Poppin,Jack Harlow,2020,,,,
13,Whats Poppin,DaBaby,2020,,,,
13,Whats Poppin,Tory Lanez,2020,canadian hip hop,"['canadian hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap music']",,
13,Whats Poppin,Lil Wayne,2020,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",,
14,Dance Monkey,Tones and I,2020,,,,
15,Savage,Megan Thee Stallion,2020,,,,
15,Savage,Beyoncé,2020,dance pop,"['dance pop', 'pop', 'r&b']",,
16,Roxanne,Arizona Zervas,2020,,,75.0,Solo
17,Intentions,Justin Bieber,2020,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
17,Intentions,Quavo,2020,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
18,Everything I Wanted,Billie Eilish,2020,electropop,"['electropop', 'pop']",,
19,Roses (Imanbek remix),Saint Jhn,2020,,,,
20,Watermelon Sugar,Harry Styles,2020,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
21,Before You Go,Lewis Capaldi,2020,,,22.0,Solo
22,Falling,Trevor Daniel,2020,,,25.0,Solo
22,Falling,Trevor Daniel,2020,,,27.0,Solo
23,"10,000 Hours",Dan + Shay,2020,contemporary country,['contemporary country'],,
23,"10,000 Hours",Justin Bieber,2020,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
24,WAP,Cardi B,2020,pop,"['pop', 'rap']",,
24,WAP,Megan Thee Stallion,2020,,,,
25,Ballin',Mustard,2020,cali rap,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
25,Ballin',Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
26,Hot Girl Bummer,Blackbear,2020,pop,['pop'],,
27,Blueberry Faygo,Lil Mosey,2020,rap conscient,"['rap conscient', 'trap music', 'vapor trap']",,
28,Heartless,The Weeknd,2020,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",34.0,Solo
28,Heartless,The Weeknd,2020,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",74.0,Solo
28,Heartless,The Weeknd,2020,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",49.0,Solo
28,Heartless,The Weeknd,2020,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",40.0,Solo
29,Bop,DaBaby,2020,,,50.0,Solo
30,Lose You to Love Me,Selena Gomez,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
31,Good as Hell,Lizzo,2020,,,,
32,Toosie Slide,Drake,2020,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
33,Break My Heart,Dua Lipa,2020,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
34,Chasin' You,Morgan Wallen,2020,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
35,Savage Love (Laxed – Siren Beat),Jawsh 685,2020,,,,
35,Savage Love (Laxed – Siren Beat),Jason Derulo,2020,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",,
36,No Guidance,Chris Brown,2020,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
36,No Guidance,Drake,2020,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
37,My Oh My,Camila Cabello,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",45.0,Solo
37,My Oh My,DaBaby,2020,,,45.0,Solo
38,Dynamite,BTS,2020,k-pop,"['k-pop', 'k-pop boy group']",73.0,Solo
38,Dynamite,BTS,2020,k-pop,"['k-pop', 'k-pop boy group']",26.0,Solo
39,Go Crazy,Chris Brown,2020,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
39,Go Crazy,Young Thug,2020,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",,
40,High Fashion,Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
40,High Fashion,Mustard,2020,cali rap,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
41,Laugh Now Cry Later,Drake,2020,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
41,Laugh Now Cry Later,Lil Durk,2020,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
42,Woah,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
43,Death Bed,Powfu,2020,,,,
43,Death Bed,Beabadoobee,2020,,,,
44,Señorita,Shawn Mendes,2020,canadian pop,"['canadian pop', 'pop', 'viral pop']",65.0,Solo
44,Señorita,Camila Cabello,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",65.0,Solo
45,Highest in the Room,Travis Scott,2020,pop,"['pop', 'pop rap', 'rap']",,
46,Bad Guy,Billie Eilish,2020,electropop,"['electropop', 'pop']",,
47,Mood,24kGoldn,2020,,,,
47,Mood,Iann Dior,2020,,,,
48,Rain on Me,Lady Gaga,2020,dance pop,"['dance pop', 'pop']",40.0,Solo
48,Rain on Me,Ariana Grande,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",40.0,Solo
49,For the Night,Pop Smoke,2020,,,,
49,For the Night,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
49,For the Night,DaBaby,2020,,,,
50,Ritmo (Bad Boys for Life),Black Eyed Peas,2020,,,,
50,Ritmo (Bad Boys for Life),J Balvin,2020,latin,"['latin', 'reggaeton']",,
51,Heart on Ice,Rod Wave,2020,,,,
52,Nobody but You,Blake Shelton,2020,contemporary country,"['contemporary country', 'country', 'country road']",,
52,Nobody but You,Gwen Stefani,2020,dance pop,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",,
53,Trampoline,Shaed,2020,,,,
54,Come & Go,Juice Wrld,2020,chicago rap,['chicago rap'],,
54,Come & Go,Marshmello,2020,brostep,"['brostep', 'progressive electro house']",,
55,Truth Hurts,Lizzo,2020,,,,
56,If the World Was Ending,JP Saxe,2020,,,,
56,If the World Was Ending,Julia Michaels,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
57,We Paid,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
57,We Paid,42 Dugg,2020,,,,
58,Yummy,Justin Bieber,2020,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
59,One Man Band,Old Dominion,2020,contemporary country,"['contemporary country', 'country road']",25.0,Solo
59,One Man Band,Old Dominion,2020,contemporary country,"['contemporary country', 'country road']",14.0,Solo
60,Got What I Got,Jason Aldean,2020,contemporary country,"['contemporary country', 'country', 'country road']",,
61,Sunday Best,Surfaces,2020,,,,
62,Godzilla,Eminem,2020,detroit hip hop,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",,
62,Godzilla,Juice Wrld,2020,chicago rap,['chicago rap'],,
63,Bandit,Juice Wrld,2020,chicago rap,['chicago rap'],,
63,Bandit,YoungBoy Never Broke Again,2020,trap music,['trap music'],,
64,Party Girl,StaySolidRocky,2020,,,11.0,Solo
65,Die from a Broken Heart,Maddie & Tae,2020,contemporary country,"['contemporary country', 'country', 'country pop']",,
66,Popstar,DJ Khaled,2020,hip hop,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
66,Popstar,Drake,2020,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
67,All I Want for Christmas Is You,Mariah Carey,2020,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",63.0,Solo
67,All I Want for Christmas Is You,Mariah Carey,2020,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",43.0,Solo
68,One of Them Girls,Lee Brice,2020,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
69,Hard to Forget,Sam Hunt,2020,contemporary country,"['contemporary country', 'country pop']",,
70,One Margarita,Luke Bryan,2020,contemporary country,"['contemporary country', 'country', 'country road']",,
71,Panini,Lil Nas X,2020,country rap,['country rap'],,
72,Hot,Young Thug,2020,atl hip hop,"['atl hip hop', 'atl trap', 'gangster rap', 'pop', 'pop rap', 'rap', 'trap music']",58.0,Solo
72,Hot,Gunna,2020,atl hip hop,"['atl hip hop', 'rap', 'southern hip hop', 'trap music']",58.0,Solo
73,I Hope You're Happy Now,Carly Pearce,2020,contemporary country,"['contemporary country', 'country pop']",,
73,I Hope You're Happy Now,Lee Brice,2020,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
74,Emotionally Scarred,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
75,Suicidal,YNW Melly,2020,,,,
75,Suicidal,Juice Wrld,2020,chicago rap,['chicago rap'],,
76,The Bigger Picture,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
77,Only Human,Jonas Brothers,2020,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop']",,
78,The Woo,Pop Smoke,2020,,,,
78,The Woo,50 Cent,2020,east coast hip hop,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",,
78,The Woo,Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
79,Sum 2 Prove,Lil Baby,2020,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",,
80,Stuck with U,Ariana Grande,2020,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
80,Stuck with U,Justin Bieber,2020,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
81,Mood Swings,Pop Smoke,2020,,,,
81,Mood Swings,Lil Tjay,2020,,,,
82,You Should Be Sad,Halsey,2020,dance pop,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",,
83,Dior,Pop Smoke,2020,,,,
84,Supalonely,Benee,2020,,,,
84,Supalonely,Gus Dapperton,2020,,,,
85,Even Though I'm Leaving,Luke Combs,2020,contemporary country,"['contemporary country', 'country road']",,
86,The Scotts,Travis Scott,2020,pop,"['pop', 'pop rap', 'rap']",,
86,The Scotts,Kid Cudi,2020,hip hop,"['hip hop', 'pop rap', 'rap']",,
87,Juicy,Doja Cat,2020,,,,
87,Juicy,Tyga,2020,pop,"['pop', 'pop rap', 'rap', 'trap music']",,
88,Be Like That,Kane Brown,2020,contemporary country,"['contemporary country', 'country road']",57.0,Solo
88,Be Like That,Swae Lee,2020,trap music,['trap music'],57.0,Solo
88,Be Like That,Khalid,2020,pop,['pop'],57.0,Solo
89,Homesick,Kane Brown,2020,contemporary country,"['contemporary country', 'country road']",,
90,Rags2Riches,Rod Wave,2020,,,,
91,Bluebird,Miranda Lambert,2020,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0.0,Solo
91,Bluebird,Miranda Lambert,2020,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",35.0,Solo
92,Wishing Well,Juice Wrld,2020,chicago rap,['chicago rap'],58.0,Solo
93,Does to Me,Luke Combs,2020,contemporary country,"['contemporary country', 'country road']",,
93,Does to Me,Eric Church,2020,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",,
95,ILY (I Love You Baby),Surf Mesa,2020,,,,
96,More Than My Hometown,Morgan Wallen,2020,contemporary country,"['contemporary country', 'country road', 'deep talent show']",,
97,Lovin' on You,Luke Combs,2020,contemporary country,"['contemporary country', 'country road']",,
98,Said Sum,Moneybagg Yo,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
99,Slide,H.E.R.,2020,pop,['pop'],68.0,Solo
99,Slide,H.E.R.,2020,pop,['pop'],45.0,Collaboration
99,Slide,YG,2020,cali rap,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",68.0,Solo
99,Slide,YG,2020,cali rap,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",45.0,Collaboration
100,Walk Em Down,NLE Choppa,2020,,,,
100,Walk Em Down,Roddy Ricch,2020,rap,"['rap', 'southern hip hop', 'trap music']",,
1,Levitating,Dua Lipa,2021,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",,
2,Save Your Tears,The Weeknd,2021,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
2,Save Your Tears,Ariana Grande,2021,dance pop,"['dance pop', 'pop', 'post-teen pop']",,
3,Blinding Lights,The Weeknd,2021,canadian contemporary r&b,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap']",,
4,Mood,24kGoldn,2021,,,,
4,Mood,Iann Dior,2021,,,,
5,Good 4 U,Olivia Rodrigo,2021,,,,
6,Kiss Me More,Doja Cat,2021,,,,
6,Kiss Me More,SZA,2021,hip hop,"['hip hop', 'pop', 'pop rap', 'rap']",,
7,Leave the Door Open,Silk Sonic,2021,,,,
7,Leave the Door Open,Bruno Mars,2021,pop,"['pop', 'post-teen pop']",,
7,Leave the Door Open,Anderson .Paak,2021,escape room,['escape room'],,
8,Drivers License,Olivia Rodrigo,2021,,,,
9,Montero (Call Me by Your Name),Lil Nas X,2021,country rap,['country rap'],,
10,Peaches,Justin Bieber,2021,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",64.0,Solo
10,Peaches,Daniel Caesar,2021,canadian contemporary r&b,"['canadian contemporary r&b', 'pop']",64.0,Solo
10,Peaches,Giveon,2021,,,64.0,Solo
